,name,vicinity,Latitude,Longitude,name,rating,types,business_status
82,Chamberlain Hotel (C-Bar),"428 Pitt Street, Sydney",-33.87923140000001,151.20727150000002,Chamberlain Hotel (C-Bar),4.1,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
83,Cafe Sydney,"5 Sydney Customs House, 31 Alfred Street, Sydney",-33.862179299999994,151.2108864,Cafe Sydney,4.4,"[""cafe"",""bar"",""restaurant"",""food"",""point_of_interest"",""store"",""establishment""]",OPERATIONAL
84,The Grand Hotel,"30 Hunter Street, Sydney",-33.8654205,151.20846840000002,The Grand Hotel,3.8,"[""lodging"",""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
85,Sienna Marina,"6/7-41 Cowper Wharf Roadway, Woolloomooloo",-33.869365,151.220224,Sienna Marina,4.0,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
86,Flying Fish,"80 Pyrmont Street, Pyrmont",-33.8683472,151.1962233,Flying Fish,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
87,Grandma's Bar,"Basement/275 Clarence Street, Sydney",-33.87212499999999,151.205429,Grandma's Bar,4.5,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
88,Ms.G’s,"155 Victoria Street, Potts Point",-33.8726326,151.2224665,Ms.G’s,4.4,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
89,Verde Restaurant,"115 Riley Street, Darlinghurst",-33.8758226,151.2148976,Verde Restaurant,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
90,The Beresford,"354 Bourke Street, Surry Hills",-33.8832789,151.2166425,The Beresford,4.2,"[""night_club"",""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
91,The Tilbury Hotel,"12-18 Nicholson Street, Woolloomooloo",-33.8698016,151.2205449,The Tilbury Hotel,3.9,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
92,The Glenmore Hotel,"96 Cumberland Street, The Rocks",-33.858655600000006,151.20743330000002,The Glenmore Hotel,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
93,El Loco at Slip Inn,"111 Sussex Street, Sydney",-33.868632899999994,151.2034689,El Loco at Slip Inn,3.9,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
94,The Captains Balcony,"46 Erskine Street, Sydney",-33.866642399999996,151.2036552,The Captains Balcony,4.5,"[""bar"",""night_club"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
95,O Bar and Dining,"Australia Square, 264, level 47 George Street, Sydney",-33.864967,151.207785,O Bar and Dining,4.4,"[""night_club"",""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
96,Empire Hotel,"32 Darlinghurst Road, Potts Point",-33.87344629999999,151.2245621,Empire Hotel,3.8,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
97,Zeta Bar,"level 4/488 George Street, Sydney",-33.8717,151.20775930000002,Zeta Bar,3.9,"[""bar"",""point_of_interest"",""establishment""]",CLOSED_TEMPORARILY
98,Macchiato Wood Fire Pizza & Coffee Roastery,"Shop 2/338 Pitt Street, Sydney",-33.8764102,151.2081496,Macchiato Wood Fire Pizza & Coffee Roastery,4.2,"[""bar"",""restaurant"",""food"",""point_of_interest"",""store"",""establishment""]",OPERATIONAL
99,Kingsleys Woolloomooloo,"10/6 Cowper Wharf Roadway, Woolloomooloo",-33.86785649999999,151.2206764,Kingsleys Woolloomooloo,4.1,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
100,Since I Left You (SILY),"338 Kent Street, Sydney",-33.869657000000004,151.204818,Since I Left You (SILY),4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
101,The Baxter Inn,"152-156 Clarence Street, Sydney",-33.869722900000006,151.205634,The Baxter Inn,4.7,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
102,Ash St. Cellar,"1 Ash Street, Sydney",-33.866595600000004,151.2075711,Ash St. Cellar,4.2,"[""restaurant"",""cafe"",""bar"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
103,Fix Wine Bar + Restaurant,"111 Elizabeth Street, Sydney",-33.869791,151.210077,Fix Wine Bar + Restaurant,4.5,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
104,Harts Pub,"Essex St &, Gloucester Street, The Rocks",-33.8617169,151.2064254,Harts Pub,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
105,Establishment Bar,"Ground Floor, 252 George Street, Sydney",-33.8640815,151.2075994,Establishment Bar,3.9,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
106,Four in Hand Pub,"105 Sutherland Street, Paddington",-33.8837584,151.23442659999998,Four in Hand Pub,4.1,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
107,Harbour View Hotel,"18 Lower Fort Street, Dawes Point",-33.85659829999999,151.2073426,Harbour View Hotel,4.1,"[""lodging"",""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
108,The Wine Library,"18 Oxford Street, Woollahra",-33.8888609,151.2325784,The Wine Library,4.5,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
109,The Sussex Hotel,"20 Sussex Street, Sydney",-33.8650047,151.2033736,The Sussex Hotel,4.0,"[""bar"",""point_of_interest"",""establishment""]",CLOSED_TEMPORARILY
110,Small Bar,"48 Erskine Street, Sydney",-33.8666444,151.2036972,Small Bar,4.5,"[""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
111,Bodega,"entrance on, 50 Holt Street, Gladstone Street, Surry Hills",-33.8863254,151.2094246,Bodega,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
112,The ArtHouse Hotel,"275 Pitt Street, Sydney",-33.8723395,151.2078375,The ArtHouse Hotel,3.9,"[""night_club"",""bar"",""point_of_interest"",""establishment""]",OPERATIONAL
113,Button Bar,"65 Foveaux Street, Surry Hills",-33.8844693,151.21065819999998,Button Bar,4.2,"[""bar"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
114,Hurricane's Grill Darling Harbour,"433/436 Darling Drive, Sydney",-33.8707409,151.1989615,Hurricane's Grill Darling Harbour,4.0,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
115,Malt Shovel Taphouse - The Rocks,"135 Harrington Street, The Rocks",-33.8626707,151.20646069999998,Malt Shovel Taphouse - The Rocks,4.0,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
116,Woollahra Hotel,"116 Queen Street, Woollahra",-33.88838000000001,151.23687619999998,Woollahra Hotel,4.0,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
117,The Loft,"3 Lime Street, Sydney",-33.865999200000005,151.20157690000002,The Loft,4.2,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
118,Hotel CBD,"52 King Street, Sydney",-33.8684874,151.2058782,Hotel CBD,3.9,"[""restaurant"",""bar"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
119,Manta Restaurant,"6/6 Cowper Wharf Roadway, Woolloomooloo",-33.86842669999999,151.22049180000002,Manta Restaurant,4.3,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",OPERATIONAL
