_id,business_status,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,icon,name,opening_hours.open_now,photos,place_id,plus_code.compound_code,plus_code.global_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity
5f7df857f9ea96e61672dc8a,CLOSED_TEMPORARILY,-33.89896549999999,151.1734927,-33.8975512197085,151.1748306802915,-33.9002491802915,151.1721327197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,The Duke of Enmore,,"[{""height"":2160,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/100693200903815329867\"">Dave Farquar</a>""],""photo_reference"":""CmRaAAAAH9bYn-UobSgZbOElbqZSF1GjIaxVvat8J7kW0zMVcCGTM4RJIuULuemrMQQpTi1WtsrwzBNYhCfj4TgnVxUMB3JDEWBViawWQlktlSCvPlr6vdSWmXU6anxbJez0vT2MEhBFQNLCd78XErGQZXv5gSBqGhS_bKBdGl08-opfreJ0jhWhpMrL9g"",""width"":3840}]",ChIJu6X4QziwEmsRja9YB52kWVs,"452F+C9 Enmore NSW, Australia",4RRH452F+C9,2,4.2,ChIJu6X4QziwEmsRja9YB52kWVs,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",315,"148 Enmore Road, Enmore"
5f7df857f9ea96e61672dc8b,OPERATIONAL,-33.8982585,151.176855,-33.8969625197085,151.1782372802915,-33.8996604802915,151.1755393197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Hartsyard,false,"[{""height"":2503,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/115794544472088779906\"">Hartsyard</a>""],""photo_reference"":""CmRaAAAAU5aCzGwE65dwlk_w1si_JKoqHm341NNnDTyOevcAL-YAcA03-5ua6KSfGKMSkFBNog3-gUmCMnrDwokNC1iDTcrLzRvUcyl_bHCUaiHZSFcEgA-lwT8lUSLzJIIS9PkPEhDtLmM3MsoBeG9nseV4LXFXGhSPPVzx0G_EzAFsBSDTNWYF4e7Usw"",""width"":3755}]",ChIJwdKXEjewEmsRI7CJQlsmZwY,"452G+MP Newtown NSW, Australia",4RRH452G+MP,3,4.3,ChIJwdKXEjewEmsRI7CJQlsmZwY,GOOGLE,"[""restaurant"",""bar"",""food"",""point_of_interest"",""establishment""]",405,"33 Enmore Road, Newtown"
5f7df857f9ea96e61672dc8c,OPERATIONAL,-33.9110541,151.157835,-33.9097464197085,151.1591553802915,-33.9124443802915,151.1564574197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Royal Exchange Hotel,false,"[{""height"":720,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/113091729872024339819\"">Royal Exchange Hotel</a>""],""photo_reference"":""CmRaAAAA971q5aS1YRrqnrclrwezdGLN3AiwSGraSMty-8OPeghjsyhCrGVQ3UbHpeFshrK04lStU2z1QQ-0ytKKk1lGnwsX6aJHoHm5xqwIyy3FBg4gQehJyrwQ_AQvBW9hQgZVEhBsm7hmu11PJZ7we6lVe9MZGhRHDmP1QVz_zLebJdpK__yWlooS1A"",""width"":960}]",ChIJ1Q93HWSwEmsRFbtvzjaiJzU,"35Q5+H4 Marrickville NSW, Australia",4RRH35Q5+H4,1,3.8,ChIJ1Q93HWSwEmsRFbtvzjaiJzU,GOOGLE,"[""bar"",""point_of_interest"",""establishment""]",344,"203 Marrickville Road, Marrickville"
5f7df857f9ea96e61672dc8d,OPERATIONAL,-33.8914841,151.1380252,-33.8901506197085,151.1394404802915,-33.89284858029149,151.1367425197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Andiamo Trattoria Summer Hill,false,"[{""height"":2448,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/117525345646083354855\"">Andiamo Trattoria Summer Hill</a>""],""photo_reference"":""CmRaAAAAAVcycbKmxeXh4Ta_L02ryO7NRoORr19Ckmo2K3FCclukAkFeNImsWvuBZvS-XLS_-QgdLSsjfkNEBf3zVNPceOA8YaQuN8Ph4awTiLcvMUf-jWDcRCImFUUjaU-eCYL8EhCbXZPE7NLIEJRM5hHfn64ZGhSZH-0TrJpAmksnyzh9-kaTJ_Vybg"",""width"":3264}]",ChIJNRjHKaC6EmsRaR73BqY_WqQ,"445Q+C6 Summer Hill NSW, Australia",4RRH445Q+C6,2,4.3,ChIJNRjHKaC6EmsRaR73BqY_WqQ,GOOGLE,"[""meal_delivery"",""meal_takeaway"",""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",629,"29 Lackey Street, Summer Hill"
5f7df857f9ea96e61672dc8e,OPERATIONAL,-33.88808030000001,151.1577501,-33.8867627197085,151.1591099302915,-33.8894606802915,151.1564119697085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Nortons On Norton,,"[{""height"":612,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/103023966109877270713\"">Darren Kelly</a>""],""photo_reference"":""CmRaAAAASAxWW5Ocwu6QCUocVQKgiBwgmVyQZpTb37dnLA6YCt_WhIOEEzXFF4z8PdkLWwgaSIBiMlPFySHg4ztcMQ-tVwA5jUk8SbbFl-IIbfPcMVfcEokUet9BLy25z5QZOuOUEhAvYqdiS0dOQ607GzNCTMp2GhTX6ts_9Phmn2Mw4EY5Y-GI1mrH3g"",""width"":816}]",ChIJG55WyxCwEmsRgzUS6oQKO8g,"4565+Q4 Leichhardt NSW, Australia",4RRH4565+Q4,,2.6,ChIJG55WyxCwEmsRgzUS6oQKO8g,GOOGLE,"[""bar"",""night_club"",""point_of_interest"",""establishment""]",5,"393 Parramatta Road, Leichhardt"
5f7df857f9ea96e61672dc8f,OPERATIONAL,-33.90232049999999,151.1788454,-33.9009284697085,151.1803306302915,-33.9036264302915,151.1776326697085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Arabella Lebanese Restaurant,false,"[{""height"":960,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/111587262031320368129\"">Arabella Lebanese Restaurant</a>""],""photo_reference"":""CmRaAAAAbC_d1OKl_sKyogTLyY9pIODIUBFyT3eKQf7AKdyRflZZt74AsD6cJ2YzckdtvhknN4bnqgpNApYoANzGkIgrXE4eYCL3Ir2Fgut0soY5W13WTsubvwOnTb-aZCVxBNPIEhBt4aecT3Igl52hogDbM5KcGhTRJIQMKwjcVFEndNubM3sqqo7W9w"",""width"":720}]",ChIJBaKO2UmwEmsRuJSlu_pzOwg,"35XH+3G Newtown NSW, Australia",4RRH35XH+3G,2,4.2,ChIJBaKO2UmwEmsRuJSlu_pzOwg,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""store"",""establishment""]",425,"12/489-491 King Street, Newtown"
5f7df857f9ea96e61672dc90,OPERATIONAL,-33.9040152,151.1802934,-33.9026994697085,151.1816406302915,-33.9053974302915,151.1789426697085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Union Hotel,false,"[{""height"":3096,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/110748313801661476559\"">Andrew Hughes</a>""],""photo_reference"":""CmRaAAAA-swW1SkKYJb0FFf-HBFeu-kR5EkoqeB43Ph6M5UoEhscIrDx7Bj3PkD__qVIMwNWgd0u1SVhmmt8A5GYxdPXzulOL20IefhjZPzgYqGD0e-lx5f1tk3v_BzKF-w_4jMXEhBNat2j60k3R8OFRKtsgMj0GhQPTjzS4GF911UU-BkJ7Rin1-UmrA"",""width"":5504}]",ChIJI9UPkUmwEmsREFFWgO86P6g,"35WJ+94 Newtown NSW, Australia",4RRH35WJ+94,2,4.3,ChIJI9UPkUmwEmsREFFWgO86P6g,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",950,"576 King Street, Newtown"
5f7df857f9ea96e61672dc91,OPERATIONAL,-33.8980603,151.1787019,-33.89666666970849,151.1799842802915,-33.89936463029149,151.1772863197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Town Hall Hotel,false,"[{""height"":640,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/100211100496713170069\"">Town Hall Hotel</a>""],""photo_reference"":""CmRaAAAAfNJT5A7Jmddbw3Z4vtgaa3K_oqJ6ovHzgpZ-ZdpE4dtL6GvhcBf2KGWTg_1Ts10UFyen2NblvzQvYOJ69CKi2L9NSxqxGImb0UhrNc12QwT_3ezBcPUtJedcYOe59Hx9EhCbkrE1G_RC-1_IA8RQfqzjGhQa3gVNso1-Mh3-2Ccwcoe1xP35Kw"",""width"":594}]",ChIJOZB13TawEmsR1Mr9BrgbxwI,"452H+QF Newtown NSW, Australia",4RRH452H+QF,1,3.9,ChIJOZB13TawEmsR1Mr9BrgbxwI,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",760,"326 King Street, Newtown"
5f7df857f9ea96e61672dc92,OPERATIONAL,-33.90586159999999,151.1808877,-33.9044925697085,151.1823044802915,-33.9071905302915,151.1796065197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Botany View Hotel,false,"[{""height"":3649,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/110112636547522094986\"">Botany View Hotel</a>""],""photo_reference"":""CmRaAAAAI6Sp5DgK_GVq0NjC6I5VKCNDdua199Dw6BkDy2wtq24MwwkYrRwteEgJ_GSdO0q4Scu7PxbhnTXNoZrWIvPEwBhDl1FnAPXw0N_WAoYlgaMXvWvD5avCu_lgahpyngrNEhAzWpBBm_Ly37miRrYDuaGCGhQhsZjbTSIKs9ZSOKgNtp_562lCtA"",""width"":5473}]",ChIJESaXY0mwEmsRtXbW_LhTc98,"35VJ+M9 Newtown NSW, Australia",4RRH35VJ+M9,1,3.9,ChIJESaXY0mwEmsRtXbW_LhTc98,GOOGLE,"[""bar"",""liquor_store"",""point_of_interest"",""store"",""establishment""]",910,"597 King Street, Newtown"
5f7df857f9ea96e61672dc93,OPERATIONAL,-33.9331807,151.1585446,-33.9320044697085,151.1600079802915,-33.9347024302915,151.1573100197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Rowers On Cooks River,false,"[{""height"":4016,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/114136408014356726016\"">Rowers On Cooks River</a>""],""photo_reference"":""CmRaAAAAwwjy1CUf_38iYWyE33iPHGLvBl5KHAll5IaxKe5kr4EZ0U5GOVSAOmRw5yrPrr4BFWjBTMbe2cTdPO2J5Z-7zQ3YC1VlzjvhI6udTmym8xaZy-D7lkXySuTj3j5rm2viEhDOzXETYRIFZ68ULX2P12EoGhSm5zcr8AcSxKjF_d2tRJbC3ISFiw"",""width"":4016}]",ChIJ8SC1GpSwEmsRbSN_fI3OPo0,"3585+PC Wolli Creek NSW, Australia",4RRH3585+PC,1,3.9,ChIJ8SC1GpSwEmsRbSN_fI3OPo0,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",536,"1 Levey Street, Wolli Creek"
5f7df87df9ea96e61672dc94,OPERATIONAL,-33.9053168,151.1329381,-33.90385431970851,151.1342982802915,-33.9065522802915,151.1316003197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Hurlstone Park Hotel,false,"[{""height"":1701,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/111982347498056309839\"">Hurlstone Park Hotel</a>""],""photo_reference"":""CmRaAAAAvQo6vM8GbkjwT9EPcebZ2a7myw7ztpF1ephLzigGZDtqvYtr6wm3YPALAUV-Pr4eOwWYizHZjCwCFSgcvihrZLU4Ih65pNcaOtHC0u0A5NlU7GMoHvYS4Qth5XzzbYrFEhDJzmNB__NkTRGpRE2tknZiGhT2OsVdZgHOHSdj7ErzpQgH7pjhlw"",""width"":3827}]",ChIJ8a3OGIS6EmsRiYO6BJH2qk0,"34VM+V5 Hurlstone Park NSW, Australia",4RRH34VM+V5,,4.4,ChIJ8a3OGIS6EmsRiYO6BJH2qk0,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",45,"590 New Canterbury Road, Hurlstone Park"
5f7df87df9ea96e61672dc95,OPERATIONAL,-33.9036942,151.1657638,-33.9023964697085,151.1672002802915,-33.9050944302915,151.1645023197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Portugal Madeira Club,false,"[{""height"":2268,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/114301302439935689428\"">Emma Dorrel</a>""],""photo_reference"":""CmRaAAAA5Nfv_Tp4OU_6I76_F78ZDH6vvvTWChJ--0PlGQJskAdj3VfT1-lUgg_ky4T-cTn-3CZFjSyhFZcW1ZaHGKDCXzkZUGQHfVBDT9hcE965kgJ8bYpzuGjmRxPSJxKdVY0gEhCC_zKmBQCoOyYbw2SFrtR2GhQaGuHA5DSWCQIXxqCw83-dPdgRnw"",""width"":4032}]",ChIJc5cWJkKwEmsRGzIYEf9h2Ec,"35W8+G8 Marrickville NSW, Australia",4RRH35W8+G8,,4.2,ChIJc5cWJkKwEmsRGzIYEf9h2Ec,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",65,"1 Denby Street, Marrickville"
5f7df87df9ea96e61672dc96,OPERATIONAL,-33.911105,151.155503,-33.9098118697085,151.1569317802915,-33.9125098302915,151.1542338197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Marrickville Ritz Hotel,false,"[{""height"":1080,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/106383172971944461178\"">peter gregoriou</a>""],""photo_reference"":""CmRaAAAA-mpKy8e-6T-2GFCmnRvOqCXQrq3J9vmZH783nUlQr4QvOdgwB0z7AL9KmCgm0vI7tfaXkau7lyapVPC_3YwNlM0yid7hxr0QH5dq-LZ-wgo2SQi7u4pB4_BW7uV5XB_AEhBSUN__LIqHmCtycxDcC27AGhTeJwNEEXH6gX1dFiHW1eBofypwRw"",""width"":1920}]",ChIJsxu-eWSwEmsRD7OLsMRoCWo,"35Q4+H6 Marrickville NSW, Australia",4RRH35Q4+H6,2,4,ChIJsxu-eWSwEmsRD7OLsMRoCWo,GOOGLE,"[""bar"",""restaurant"",""food"",""point_of_interest"",""establishment""]",343,"252-254 Illawarra Road, Marrickville"
5f7df87df9ea96e61672dc97,OPERATIONAL,-33.9121556,151.1544361,-33.9108512197085,151.1558410802915,-33.9135491802915,151.1531431197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,Bucket Boys Craft Beer Co,false,"[{""height"":3738,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/105839515691935697699\"">Bucket Boys Craft Beer Co</a>""],""photo_reference"":""CmRaAAAACMnq4P9PFtfjGtVxK5hKFchWXltOFcHEFD8ASauXA23vbvrpea9xqRlPmIe-bHniW7L9yCKwrLQ88fu6pLT-vkiRWBQh9zWvgjnR6z0uanWPJdi3p1w3_jDgLdlRzh5fEhDifF_WrcF7kRi7k4U53cO7GhS96YKTSVrfahWsyPjs3Hi8BDfVew"",""width"":3156}]",ChIJ96Kzc2OwEmsRgq-IGgfepE4,"35Q3+4Q Marrickville NSW, Australia",4RRH35Q3+4Q,,4.4,ChIJ96Kzc2OwEmsRgq-IGgfepE4,GOOGLE,"[""liquor_store"",""bar"",""restaurant"",""food"",""point_of_interest"",""store"",""establishment""]",184,"Ground Floor/300 Illawarra Road, Marrickville"
5f7df87df9ea96e61672dc98,OPERATIONAL,-33.9125233,151.1543522,-33.91114881970851,151.1556687802915,-33.91384678029151,151.1529708197085,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,Titus Jones,false,"[{""height"":809,""html_attributions"":[""<a href=\""https://maps.google.com/maps/contrib/111471819093661934293\"">Titus Jones</a>""],""photo_reference"":""CmRaAAAAl7pU8Q8U-k2JPIKSAMLXyIPuYOGQx8CZlnsyR__b9tWD18JNAhGbds1BY60cCxV8P9oA20qRhQLfPD2H5Z1s0dCFCdVuDlnY8zuVU3OAg_bFb8UjRFn-xpL65ObFBbTTEhA5L1gZFF29FlXVQ5VYIz6fGhT2Qu0vyC8VHln7-N3ssy66BMgAgg"",""width"":1440}]",ChIJA5yWC2OwEmsRpu0TAmZio8E,"35P3+XP Marrickville NSW, Australia",4RRH35P3+XP,2,4.7,ChIJA5yWC2OwEmsRpu0TAmZio8E,GOOGLE,"[""bar"",""point_of_interest"",""establishment""]",198,"337 Illawarra Road, Marrickville"
